Category,Descript
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY"
WARRANTS,WARRANT ARREST
NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION
NON-CRIMINAL,FOUND PROPERTY
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM A BUILDING
SUSPICIOUS OCC,INVESTIGATIVE DETENTION
NON-CRIMINAL,SEARCH WARRANT SERVICE
VEHICLE THEFT,STOLEN AUTOMOBILE
LARCENY/THEFT,PETTY THEFT OF PROPERTY
SEX OFFENSES FORCIBLE,"CHILD ABUSE, EXPLOITATION"
VEHICLE THEFT,STOLEN TRUCK
LARCENY/THEFT,PETTY THEFT OF PROPERTY
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
SEX OFFENSES FORCIBLE,"CHILD ABUSE, PORNOGRAPHY"
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE
DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
NON-CRIMINAL,FOUND PROPERTY
BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY"
BURGLARY,"BURGLARY, UNLAWFUL ENTRY"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE
WARRANTS,WARRANT ARREST
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION
LARCENY/THEFT,PETTY THEFT OF PROPERTY
LARCENY/THEFT,PETTY THEFT SHOPLIFTING
FORGERY/COUNTERFEITING,FORGERY & COUNTERFEITING (GENERAL)
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
FRAUD,"CREDIT CARD, THEFT BY USE OF"
NON-CRIMINAL,LOST PROPERTY
LARCENY/THEFT,PETTY THEFT OF PROPERTY
LARCENY/THEFT,GRAND THEFT OF PROPERTY
FRAUD,"FORGERY, CREDIT CARD"
LARCENY/THEFT,PETTY THEFT FROM A BUILDING
FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
ROBBERY,ATTEMPTED ROBBERY OF A BANK WITH A DEADLY WEAPON
BURGLARY,"BURGLARY, UNLAWFUL ENTRY"
FORGERY/COUNTERFEITING,"COUNTERFEITING, POSSESSION COINS OR NOTES"
SUSPICIOUS OCC,INVESTIGATIVE DETENTION
OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY
LARCENY/THEFT,PETTY THEFT SHOPLIFTING
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM"
VEHICLE THEFT,STOLEN AUTOMOBILE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT OF PROPERTY
BURGLARY,"BURGLARY, UNLAWFUL ENTRY"
MISSING PERSON,MISSING ADULT
MISSING PERSON,FOUND PERSON
ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT)
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
ARSON,ARSON
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES"
ASSAULT,BATTERY
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
VEHICLE THEFT,STOLEN AUTOMOBILE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT OF PROPERTY
ASSAULT,CHILD ABUSE (PHYSICAL)
OTHER OFFENSES,RESISTING ARREST
ASSAULT,BATTERY OF A POLICE OFFICER
NON-CRIMINAL,TARASOFF REPORT
NON-CRIMINAL,PROPERTY FOR IDENTIFICATION
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA
ASSAULT,BATTERY
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN"
LARCENY/THEFT,PETTY THEFT OF PROPERTY
ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT)
VEHICLE THEFT,STOLEN AUTOMOBILE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO
SUSPICIOUS OCC,INVESTIGATIVE DETENTION
ROBBERY,ATTEMPTED ROBBERY RESIDENCE WITH A GUN
BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY"
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE
DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE
ROBBERY,ROBBERY OF A CHAIN STORE WITH BODILY FORCE
SECONDARY CODES,GANG ACTIVITY
OTHER OFFENSES,CONSPIRACY
ROBBERY,"ROBBERY OF A COMMERCIAL ESTABLISHMENT, STRONGARM"
ASSAULT,BATTERY
WARRANTS,PROBATION SEARCH
NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED"
OTHER OFFENSES,PROBATION VIOLATION
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING"
NON-CRIMINAL,"AIDED CASE, INJURED PERSON"
NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED"
LARCENY/THEFT,GRAND THEFT SHOPLIFTING
OTHER OFFENSES,CONSPIRACY
LARCENY/THEFT,PETTY THEFT SHOPLIFTING
SECONDARY CODES,JUVENILE INVOLVED
WARRANTS,WARRANT ARREST
NON-CRIMINAL,LOST PROPERTY
FRAUD,DEFRAUDING AN INNKEEPER
SUSPICIOUS OCC,INVESTIGATIVE DETENTION
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN"
LARCENY/THEFT,GRAND THEFT FROM PERSON
DISORDERLY CONDUCT,DISTURBING THE PEACE
DRUG/NARCOTIC,POSSESSION OF COCAINE
DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE
LARCENY/THEFT,PETTY THEFT OF PROPERTY
NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION
WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE
LARCENY/THEFT,GRAND THEFT OF PROPERTY
FRAUD,"FALSE PRETENSES, GRAND THEFT"
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE
OTHER OFFENSES,TRAFFIC VIOLATION ARREST
OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE
NON-CRIMINAL,FOUND PROPERTY
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP"
SEX OFFENSES FORCIBLE,"ORAL COPULATION, UNLAWFUL (ADULT VICTIM)"
SEX OFFENSES FORCIBLE,SEXUAL BATTERY
DRUG/NARCOTIC,POSSESSION OF MARIJUANA
DRUG/NARCOTIC,POSSESSION OF COCAINE
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA
ASSAULT,BATTERY
SECONDARY CODES,DOMESTIC VIOLENCE
VEHICLE THEFT,STOLEN TRUCK
LARCENY/THEFT,GRAND THEFT OF PROPERTY
FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE
NON-CRIMINAL,"AIDED CASE, DOG BITE"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON
VEHICLE THEFT,STOLEN AUTOMOBILE
LARCENY/THEFT,PETTY THEFT OF PROPERTY
WEAPON LAWS,CARRYING A CONCEALED WEAPON
NON-CRIMINAL,"DEATH REPORT, NATURAL CAUSES"
LARCENY/THEFT,PETTY THEFT BICYCLE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
OTHER OFFENSES,TRAFFIC VIOLATION ARREST
LARCENY/THEFT,GRAND THEFT SHOPLIFTING
ROBBERY,"ROBBERY OF A COMMERCIAL ESTABLISHMENT, STRONGARM"
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE
NON-CRIMINAL,FOUND PROPERTY
NON-CRIMINAL,LOST PROPERTY
NON-CRIMINAL,LOST PROPERTY
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES"
LARCENY/THEFT,PETTY THEFT OF PROPERTY
LARCENY/THEFT,PETTY THEFT OF PROPERTY
NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION"
ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM"
OTHER OFFENSES,TRAFFIC VIOLATION ARREST
OTHER OFFENSES,TRAFFIC VIOLATION
NON-CRIMINAL,FOUND PROPERTY
SUSPICIOUS OCC,INVESTIGATIVE DETENTION
NON-CRIMINAL,LOST PROPERTY
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
TRESPASS,TRESPASSING
DISORDERLY CONDUCT,"DISTURBING THE PEACE, FIGHTING"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
NON-CRIMINAL,LOST PROPERTY
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
NON-CRIMINAL,LOST PROPERTY
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY"
MISSING PERSON,FOUND PERSON
MISSING PERSON,MISSING ADULT
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
NON-CRIMINAL,FOUND PROPERTY
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON
SECONDARY CODES,DOMESTIC VIOLENCE
OTHER OFFENSES,RESISTING ARREST
WARRANTS,WARRANT ARREST
ASSAULT,BATTERY
ASSAULT,THREAT OR FORCE TO RESIST EXECUTIVE OFFICER
ASSAULT,BATTERY OF A POLICE OFFICER
VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI"
WARRANTS,WARRANT ARREST
LARCENY/THEFT,GRAND THEFT OF PROPERTY
NON-CRIMINAL,COURTESY REPORT
FRAUD,"FALSE PRETENSES, PETTY THEFT"
NON-CRIMINAL,CASE CLOSURE
FORGERY/COUNTERFEITING,"IDENTIFICATION, GOVERNMENT, POSSESS, MAKE OR SELL FALSE"
ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP"
OTHER OFFENSES,FALSE PERSONATION
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
NON-CRIMINAL,LOST PROPERTY
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
FRAUD,"CREDIT CARD, THEFT BY USE OF"
FRAUD,DEFRAUDING AN INNKEEPER
LARCENY/THEFT,PETTY THEFT OF PROPERTY
FRAUD,"CREDIT CARD, THEFT BY USE OF"
WEAPON LAWS,POSS OF DEADLY WEAPON WITH INTENT TO ASSAULT
NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION
SUSPICIOUS OCC,INVESTIGATIVE DETENTION
ASSAULT,BATTERY
BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY"
ROBBERY,ROBBERY OF A BANK WITH BODILY FORCE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES"
MISSING PERSON,MISSING ADULT
OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY"
BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY"
MISSING PERSON,FOUND PERSON
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
LARCENY/THEFT,GRAND THEFT OF PROPERTY
NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION
NON-CRIMINAL,"DEATH REPORT, NATURAL CAUSES"
ROBBERY,"ROBBERY OF A COMMERCIAL ESTABLISHMENT, STRONGARM"
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING
FRAUD,"CREDIT CARD, THEFT BY USE OF"
LARCENY/THEFT,THEFT OF CHECKS OR CREDIT CARDS
OTHER OFFENSES,HARASSING PHONE CALLS
FRAUD,"FALSE PRETENSES, GRAND THEFT"
ASSAULT,THREATENING PHONE CALL(S)
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
DRUG/NARCOTIC,PLANTING/CULTIVATING MARIJUANA
LARCENY/THEFT,GRAND THEFT FROM A BUILDING
WARRANTS,ENROUTE TO PAROLE OFFICER
LARCENY/THEFT,PETTY THEFT OF PROPERTY
ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM"
LARCENY/THEFT,GRAND THEFT FROM A BUILDING
FRAUD,"CREDIT CARD, THEFT BY USE OF"
VEHICLE THEFT,STOLEN AUTOMOBILE
VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE
VEHICLE THEFT,STOLEN TRUCK
NON-CRIMINAL,LOST PROPERTY
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
NON-CRIMINAL,LOST PROPERTY
OTHER OFFENSES,TRAFFIC VIOLATION ARREST
DRUG/NARCOTIC,POSSESSION OF MARIJUANA
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA
MISSING PERSON,MISSING JUVENILE
MISSING PERSON,FOUND PERSON
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
ASSAULT,THREATS AGAINST LIFE
ASSAULT,BATTERY
ASSAULT,STALKING
OTHER OFFENSES,FALSE REPORT OF BOMB
SECONDARY CODES,PREJUDICE-BASED INCIDENT
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM"
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
VEHICLE THEFT,STOLEN MOTORCYCLE
LARCENY/THEFT,PETTY THEFT OF PROPERTY
TRESPASS,LODGING WITHOUT PERMISSION
DISORDERLY CONDUCT,MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION
OTHER OFFENSES,OBSTRUCTIONS ON STREETS/SIDEWALKS
VEHICLE THEFT,STOLEN AUTOMOBILE
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON
ARSON,ARSON OF A VEHICLE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
NON-CRIMINAL,FOUND PROPERTY
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
TRESPASS,TRESPASSING
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION
OTHER OFFENSES,TRAFFIC VIOLATION ARREST
OTHER OFFENSES,TRAFFIC VIOLATION
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
NON-CRIMINAL,"AIDED CASE, INJURED PERSON"
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY"
ROBBERY,"ROBBERY ON THE STREET, STRONGARM"
OTHER OFFENSES,RESTRAINING ORDER NOTIFICATION/SERVICE OF RESTRAINING ORDER
BURGLARY,"BURGLARY, UNLAWFUL ENTRY"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
ASSAULT,INFLICT INJURY ON COHABITEE
OTHER OFFENSES,INJURY TO TELEGRAPH/TELEPHONE LINES
STOLEN PROPERTY,"STOLEN CELLULAR PHONE, NON-CLONED, POSSESSION"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
ASSAULT,INFLICT INJURY ON COHABITEE
SECONDARY CODES,DOMESTIC VIOLENCE
KIDNAPPING,FALSE IMPRISONMENT
WEAPON LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN
WEAPON LAWS,POSS OF LOADED FIREARM
SECONDARY CODES,GANG ACTIVITY
BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
VEHICLE THEFT,STOLEN TRUCK
NON-CRIMINAL,AIDED CASE
DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL
SEX OFFENSES FORCIBLE,"FORCIBLE RAPE, BODILY FORCE"
SEX OFFENSES FORCIBLE,ASSAULT TO RAPE WITH BODILY FORCE
SECONDARY CODES,DOMESTIC VIOLENCE
NON-CRIMINAL,COURTESY REPORT
ARSON,ARSON
OTHER OFFENSES,TAMPERING WITH A VEHICLE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES"
ASSAULT,FALSE IMPRISONMENT
ASSAULT,INFLICT INJURY ON COHABITEE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
FRAUD,"TRICK AND DEVICE, PETTY THEFT"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM A BUILDING
BURGLARY,"BURGLARY, UNLAWFUL ENTRY"
OTHER OFFENSES,HARASSING PHONE CALLS
NON-CRIMINAL,LOST PROPERTY
FORGERY/COUNTERFEITING,"CHECKS OR LEGAL INSTRUMENTS, UTTERING FORGED"
LARCENY/THEFT,THEFT OF CHECKS OR CREDIT CARDS
FORGERY/COUNTERFEITING,FORGERY & COUNTERFEITING (GENERAL)
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
ASSAULT,STALKING
FRAUD,"CREDIT CARD, THEFT BY USE OF"
LARCENY/THEFT,GRAND THEFT PICKPOCKET
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
VEHICLE THEFT,STOLEN AUTOMOBILE
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON
ASSAULT,INFLICT INJURY ON COHABITEE
ASSAULT,THREATS AGAINST LIFE
WARRANTS,WARRANT ARREST
ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP"
ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
VEHICLE THEFT,STOLEN AUTOMOBILE
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA
OTHER OFFENSES,RESISTING ARREST
SUSPICIOUS OCC,INVESTIGATIVE DETENTION
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
OTHER OFFENSES,TRAFFIC VIOLATION
OTHER OFFENSES,RESISTING ARREST
NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED"
NON-CRIMINAL,LOST PROPERTY
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
ROBBERY,ROBBERY ON THE STREET WITH A GUN
ROBBERY,"ROBBERY, BODILY FORCE"
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY"
ROBBERY,"ROBBERY, BODILY FORCE"
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE
LARCENY/THEFT,THEFT OF COMPUTERS OR CELL PHONES
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES"
LARCENY/THEFT,GRAND THEFT FROM A BUILDING
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
VEHICLE THEFT,STOLEN AUTOMOBILE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
VEHICLE THEFT,STOLEN AUTOMOBILE
VEHICLE THEFT,STOLEN TRUCK
ASSAULT,INFLICT INJURY ON COHABITEE
ASSAULT,THREATS AGAINST LIFE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
VEHICLE THEFT,STOLEN AUTOMOBILE
ROBBERY,"ROBBERY ON THE STREET, STRONGARM"
VEHICLE THEFT,STOLEN AUTOMOBILE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING
VEHICLE THEFT,STOLEN AUTOMOBILE
ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON"
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON
NON-CRIMINAL,LOST PROPERTY
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
OTHER OFFENSES,RESISTING ARREST
OTHER OFFENSES,EVADING A POLICE VEHICLE OR BICYCLE
WARRANTS,POST RELEASE COMMUNITY SUPERVISION
WEAPON LAWS,SUSPICIOUS PACKAGE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT OF PROPERTY
WEAPON LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN
DRUG/NARCOTIC,POSSESSION OF MARIJUANA
SECONDARY CODES,GANG ACTIVITY
LARCENY/THEFT,GRAND THEFT FROM PERSON
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO
VEHICLE THEFT,STOLEN AUTOMOBILE
VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
NON-CRIMINAL,LOST PROPERTY
LARCENY/THEFT,PETTY THEFT OF PROPERTY
NON-CRIMINAL,LOST PROPERTY
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
VEHICLE THEFT,STOLEN TRUCK
WEAPON LAWS,"SWITCHBLADE KNIFE, POSSESSION"
NON-CRIMINAL,SEARCH WARRANT SERVICE
NON-CRIMINAL,LOST PROPERTY
LARCENY/THEFT,PETTY THEFT OF PROPERTY
LARCENY/THEFT,GRAND THEFT PICKPOCKET
FRAUD,"CREDIT CARD, THEFT BY USE OF"
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
NON-CRIMINAL,AIDED CASE
NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
ASSAULT,BATTERY
NON-CRIMINAL,FOUND PROPERTY
NON-CRIMINAL,LOST PROPERTY
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
OTHER OFFENSES,PROBATION VIOLATION
WARRANTS,PROBATION SEARCH
NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
OTHER OFFENSES,FALSE PERSONATION
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE
SUSPICIOUS OCC,INVESTIGATIVE DETENTION
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM"
ASSAULT,BATTERY
NON-CRIMINAL,FOUND PROPERTY
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM A BUILDING
LARCENY/THEFT,PETTY THEFT OF PROPERTY
NON-CRIMINAL,"AIDED CASE, SICK PERSON"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING
WEAPON LAWS,CARRYING A CONCEALED WEAPON
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA
LARCENY/THEFT,PETTY THEFT SHOPLIFTING
LARCENY/THEFT,PETTY THEFT SHOPLIFTING
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
